"Postcode","Netnummer","Wijken","Plaats","Gemeente","Provincie","Breedtegraad (N):","Lengtegraad (E):","Wijk"
"6141","046",NA,"Limbricht","Sittard-Geleen","Limburg",51.018365031954,5.8403308438788,"Wijk 04 Guttecoven"
"6142","046",NA,"Einighausen","Sittard-Geleen","Limburg",51.000205415094,5.8282111541102,"Wijk 04 Guttecoven"
"6143","046",NA,"Guttecoven","Sittard-Geleen","Limburg",51.011135319133,5.8165863343648,"Wijk 04 Guttecoven"
"6151","046",NA,"Munstergeleen","Sittard-Geleen","Limburg",50.972943748518,5.8638530217095,"Wijk 03 Munstergeleen"
"6153","046",NA,"Windraak","Sittard-Geleen","Limburg",50.972075759748,5.8832359207824,"Wijk 03 Munstergeleen"
"6155","046",NA,"Puth","Beekdaelen","Limburg",50.958359915399,5.8703656055224,"Wijk 00"
"6161","046",NA,"Geleen","Sittard-Geleen","Limburg",50.960181502659,5.8052322359459,"Wijk 05 Geleen"
"6162","046",NA,"Geleen","Sittard-Geleen","Limburg",50.978307069014,5.835345974108,"Wijk 05 Geleen"
"6163","046",NA,"Geleen","Sittard-Geleen","Limburg",50.981325401593,5.8147539036614,"Wijk 05 Geleen"
"6164","046",NA,"Geleen","Sittard-Geleen","Limburg",50.95493876382,5.8310151468003,"Wijk 05 Geleen"
"6165","046",NA,"Geleen","Sittard-Geleen","Limburg",50.963268406711,5.8301362574098,"Wijk 05 Geleen"
"6166","046",NA,"Geleen","Sittard-Geleen","Limburg",50.972757653358,5.8445628051928,"Wijk 05 Geleen"
"6171","046","Wijk 00 SteinWijk 02 Urmond","Stein","Stein","Limburg",50.972437451166,5.7663825315463,NA
"6174","046",NA,"Sweikhuizen","Beekdaelen","Limburg",50.953497822225,5.8517179571515,"Wijk 00"
"6176","046",NA,"Spaubeek","Beek","Limburg",50.936639478454,5.8400486275863,"Wijk 00 Beek - Spaubeek"
"6181","046","Wijk 00 SteinWijk 01 Elsloo","Elsloo","Stein","Limburg",50.950298353545,5.7586315331678,NA
"6191","046","Wijk 00 Beek - SpaubeekWijk 01 Beek-Zuid","Beek","Beek","Limburg",50.933311838547,5.8049972754858,NA
"6211","043","Wijk 00 CentrumWijk 03 Buitenwijk Noordwest","Maastricht","Maastricht","Limburg",50.849885770779,5.6902065766119,NA
"6212","043",NA,"Maastricht","Maastricht","Limburg",50.827982135834,5.6859375080984,"Wijk 01 Buitenwijk Zuidwest"
"6213","043",NA,"Maastricht","Maastricht","Limburg",50.830776881483,5.6650601544042,"Wijk 01 Buitenwijk Zuidwest"
"6214","043","Wijk 00 CentrumWijk 02 Buitenwijk West","Maastricht","Maastricht","Limburg",50.845125910177,5.672969811628,NA
"6215","043","Wijk 01 Buitenwijk ZuidwestWijk 02 Buitenwijk West","Maastricht","Maastricht","Limburg",50.841034978732,5.6515610405156,NA
"6216","043",NA,"Maastricht","Maastricht","Limburg",50.85039909061,5.6549167993263,"Wijk 02 Buitenwijk West"
"6217","043","Wijk 02 Buitenwijk WestWijk 03 Buitenwijk Noordwest","Maastricht","Maastricht","Limburg",50.856205009404,5.670520043079,NA
"6218","043","Wijk 02 Buitenwijk WestWijk 03 Buitenwijk Noordwest","Maastricht","Maastricht","Limburg",50.868774014538,5.66025518228,NA
"6219","043",NA,"Maastricht","Maastricht","Limburg",50.866168953818,5.6837067583443,"Wijk 03 Buitenwijk Noordwest"
"6221","043","Wijk 00 CentrumWijk 04 Buitenwijk Oost","Maastricht","Maastricht","Limburg",50.849222876163,5.7034537887887,NA
"6222","043","Wijk 04 Buitenwijk OostWijk 05 Buitenwijk Noordoost","Maastricht","Maastricht","Limburg",50.875650209785,5.7152930945596,NA
"6223","043",NA,"Maastricht","Maastricht","Limburg",50.890287610105,5.6989719374924,"Wijk 05 Buitenwijk Noordoost"
"6224","043",NA,"Maastricht","Maastricht","Limburg",50.851255550658,5.7113969495993,"Wijk 04 Buitenwijk Oost"
"6225","043",NA,"Maastricht","Maastricht","Limburg",50.863545765816,5.7387291012141,"Wijk 04 Buitenwijk Oost"
"6226","043",NA,"Maastricht","Maastricht","Limburg",50.849200644016,5.7397130720598,"Wijk 04 Buitenwijk Oost"
"6227","043","Wijk 04 Buitenwijk OostWijk 06 Buitenwijk Zuidoost","Maastricht","Maastricht","Limburg",50.838367402004,5.7276752402467,NA
"6228","043",NA,"Maastricht","Maastricht","Limburg",50.826241885623,5.7308756941659,"Wijk 06 Buitenwijk Zuidoost"
"6229","043",NA,"Maastricht","Maastricht","Limburg",50.82256564496,5.7077351246162,"Wijk 06 Buitenwijk Zuidoost"
"6231","043",NA,"Meerssen","Meerssen","Limburg",50.88316856833,5.757736139304,"Wijk 00 Meerssen"
"6235","043","Wijk 01 Beek-ZuidWijk 01 Ulestraten","Ulestraten","Meerssen","Limburg",50.900683808721,5.7804539044272,NA
"6237","043",NA,"Moorveld","Meerssen","Limburg",50.915261574935,5.7619186586292,"Wijk 02 Bunde - Geulle"
"6241","043",NA,"Bunde","Meerssen","Limburg",50.90187209509,5.7365842029289,"Wijk 02 Bunde - Geulle"
"6243","043",NA,"Geulle","Meerssen","Limburg",50.925322991795,5.7480940536786,"Wijk 02 Bunde - Geulle"
"6245","043",NA,"Eijsden","Eijsden-Margraten","Limburg",50.779106907697,5.7165213347371,"Wijk 00 Eijsden"
"6247","043","Wijk 00 EijsdenWijk 01 Gronsveld","Gronsveld","Eijsden-Margraten","Limburg",50.807167742587,5.7319037908311,NA
"6251","043",NA,"Eckelrade","Eijsden-Margraten","Limburg",50.81050730059,5.7631082289578,"Wijk 04 Sint Geertruid"
"6252","043",NA,"Eckelrade","Eijsden-Margraten","Limburg",50.803361603552,5.7653033102242,"Wijk 04 Sint Geertruid"
"6255","043",NA,"Noorbeek","Eijsden-Margraten","Limburg",50.772219771397,5.8242969301094,"Wijk 05 Mheer - Noorbeek"
"6261","043",NA,"Mheer","Eijsden-Margraten","Limburg",50.780445092808,5.7916723111446,"Wijk 05 Mheer - Noorbeek"
"6262","043",NA,"Banholt","Eijsden-Margraten","Limburg",50.791633817285,5.8103544329316,"Wijk 05 Mheer - Noorbeek"
"6265","043",NA,"Sint Geertruid","Eijsden-Margraten","Limburg",50.794817183873,5.7742711039625,"Wijk 04 Sint Geertruid"
"6267","043",NA,"Cadier en Keer","Eijsden-Margraten","Limburg",50.827520883762,5.7692686508069,"Wijk 03 Cadier en Keer"
"6268","043","Wijk 02 MargratenWijk 03 Cadier en Keer","Bemelen","Eijsden-Margraten","Limburg",50.84433280383,5.779296984157,NA
"6269","043","Wijk 02 MargratenWijk 03 Cadier en KeerWijk 04 Sint Geertruid","Margraten","Eijsden-Margraten","Limburg",50.822957444402,5.8151006106684,NA
"6271","043",NA,"Gulpen","Gulpen-Wittem","Limburg",50.801086661015,5.8807833211768,"Wijk 00 Gulpen"
"6273","043",NA,"Ingber","Gulpen-Wittem","Limburg",50.816475825099,5.8614182647005,"Wijk 00 Gulpen"
"6274","043",NA,"Reijmerstok","Gulpen-Wittem","Limburg",50.800651723744,5.8392936680192,"Wijk 00 Gulpen"
"6276","043",NA,"Heijenrath","Gulpen-Wittem","Limburg",50.776694450126,5.874923401028,"Wijk 06 Slenaken"
"6277","043",NA,"Slenaken","Gulpen-Wittem","Limburg",50.767644485206,5.8571958246632,"Wijk 06 Slenaken"
"6278","043",NA,"Beutenaken","Gulpen-Wittem","Limburg",50.781036955339,5.8538437427321,"Wijk 06 Slenaken"
"6281","043",NA,"Mechelen","Gulpen-Wittem","Limburg",50.790188908315,5.9207959011497,"Wijk 04 Mechelen"
"6285","043",NA,"Epen","Gulpen-Wittem","Limburg",50.766034581454,5.9085606829731,"Wijk 05 Epen"
"6286","043",NA,"Wittem","Gulpen-Wittem","Limburg",50.811297129959,5.9371417406186,"Wijk 03 Wittem"
"6287","043",NA,"Eys","Gulpen-Wittem","Limburg",50.830255465991,5.9383745455367,"Wijk 02 Eys"
"6289","043",NA,"Elkenrade","Gulpen-Wittem","Limburg",50.839741880538,5.9147464604268,"Wijk 01 Wijlre"
"6291","043","Wijk 00 Vijlen-LemiersWijk 01 Vaals","Vaals","Vaals","Limburg",50.766142857197,6.0003605421926,NA
"6294","043",NA,"Vijlen","Vaals","Limburg",50.777552918485,5.9555152247183,"Wijk 00 Vijlen-Lemiers"
"6295","043",NA,"Lemiers","Vaals","Limburg",50.784810087527,5.9828328217635,"Wijk 00 Vijlen-Lemiers"
"6301","043","Wijk 00: ValkenburgWijk 01: Houthem - Sint GerlachWijk 03: Sibbe - IJzeren","Valkenburg","Valkenburg aan de Geul","Limburg",50.86462528172,5.8255041121188,NA
"6305","043",NA,"Schin op Geul","Valkenburg aan de Geul","Limburg",50.846717314836,5.8625873407313,"Wijk 02: Schin op Geul - Oud-Valkenburg"
"6307","043",NA,"Scheulder","Eijsden-Margraten","Limburg",50.82850798574,5.8471286093152,"Wijk 02 Margraten"
"6311","043","Wijk 05 RansdaalWijk 09 Verspreide huizen Voerendaal","Ransdaal","Voerendaal","Limburg",50.863373212854,5.8911220546153,NA
"6312","043","Wijk 05 RansdaalWijk 09 Verspreide huizen Voerendaal","Ransdaal","Voerendaal","Limburg",50.85740276412,5.896203806499,NA
"6321","043",NA,"Wijlre","Gulpen-Wittem","Limburg",50.832009693485,5.887514108423,"Wijk 01 Wijlre"
"6325","043",NA,"Berg en Terblijt","Valkenburg aan de Geul","Limburg",50.859416798306,5.785180985797,"Wijk 04: Berg en Terblijt - Vilt"
"6333","045",NA,"Schimmert","Beekdaelen","Limburg",50.901682728371,5.8180103512202,"Wijk 03 Schimmert"
"6336","045",NA,"Hulsberg","Beekdaelen","Limburg",50.89266794086,5.8561661169912,"Wijk 02 Hulsberg"
"6342","043",NA,"Walem","Valkenburg aan de Geul","Limburg",50.863825227885,5.8644030255548,"Wijk 05: Walem"
"6343","045","Wijk 04 KlimmenWijk 09 Verspreide huizen Voerendaal","Klimmen","Voerendaal","Limburg",50.881377018228,5.8929696908091,NA
"6351","045",NA,"Bocholtz","Simpelveld","Limburg",50.816578983162,5.9982321932101,"Wijk 01 Bocholtz"
"6361","045","Wijk 00 NuthWijk 01 Wijnandsrade","Nuth","Beekdaelen","Limburg",50.919494681867,5.8731699629016,NA
"6363","045","Wijk 00 NuthWijk 01 Wijnandsrade","Wijnandsrade","Beekdaelen","Limburg",50.902685935745,5.8914276650269,NA
"6365","046",NA,"Schinnen","Beekdaelen","Limburg",50.938718709117,5.8812327577001,"Wijk 00"
"6367","045","Wijk 01 VoerendaalWijk02 KunradeWijk 03 UbachsbergWijk 09 Verspreide huizen Voerendaal","Voerendaal","Voerendaal","Limburg",50.866431230589,5.9305565122912,NA
"6369","045",NA,"Simpelveld","Simpelveld","Limburg",50.836631927987,5.9758681042406,"Wijk 00 Simpelveld"
"6371","045","Wijk 00 SchaesbergWijk 01 Nieuwenhagen","Landgraaf","Landgraaf","Limburg",50.901582652234,6.0077927346387,NA
"6372","045",NA,"Landgraaf","Landgraaf","Limburg",50.885338145557,6.022135738261,"Wijk 00 Schaesberg"
"6373","045","Wijk 00 SchaesbergWijk 01 Nieuwenhagen","Landgraaf","Landgraaf","Limburg",50.909409317537,6.0222812654818,NA
"6374","045",NA,"Landgraaf","Landgraaf","Limburg",50.916858435078,6.0511162494554,"Wijk 02 Ubach over Worms"
"6400",NA,NA,"Heerlen","Heerlen","Limburg",50.887813473671,5.9708052324879,NA
"6411","045","Wijk 30 Zeswegen-Nieuw HuskenWijk 33 Heerlen-CentrumWijk 34 EikenderveldWijk 35 Woonboulevard-Ten EsschenWijk 36 Welten-Benzenrade","Heerlen","Heerlen","Limburg",50.887996834288,5.962036506575,NA
"6412","045","Wijk 14 De KoumenWijk 24 Rennemig-BeersdalWijk 30 Zeswegen-Nieuw HuskenWijk 31 Schandelen-GrasbroekWijk 35 Woonboulevard-Ten Esschen","Heerlen","Heerlen","Limburg",50.898671705953,5.9555690201256,NA
"6413","045","Wijk 20 Vrieheide-De StackWijk 21 Heerlerheide-PassartWijk 22 HeksenbergWijk 24 Rennemig-Beersdal","Heerlen","Heerlen","Limburg",50.91676659118,5.956304519328,NA
"6414","045","Wijk 20 Vrieheide-De StackWijk 22 HeksenbergWijk 23 De HeiWijk 24 Rennemig-Beersdal","Heerlen","Heerlen","Limburg",50.91788308666,5.9770114886236,NA
"6415","045",NA,"Heerlen","Heerlen","Limburg",50.898558858495,5.9872324005635,"Wijk 32 Meezenbroek-Schaesbergerveld"
"6416","045","Wijk 38 Caumerveld-Douve WeienWijk 39 MolenbergWijk 41 Heerlerbaan-Schil","Heerlen","Heerlen","Limburg",50.88262645639,5.9971222754298,NA
"6417","045","Wijk 37 BekkerveldWijk 38 Caumerveld-Douve Weien","Heerlen","Heerlen","Limburg",50.87563583711,5.9832220325842,NA
"6418","045","Wijk 40 Heerlerbaan-CentrumWijk 41 Heerlerbaan-Schil","Heerlen","Heerlen","Limburg",50.86768665935,6.0017798252707,NA
"6419","045","Wijk 36 Welten-BenzenradeWijk 37 BekkerveldWijk 41 Heerlerbaan-Schil","Heerlen","Heerlen","Limburg",50.867515245132,5.9740367683099,NA
"6422","045",NA,"Heerlen","Heerlen","Limburg",50.842571883371,6.0041276564014,"Wijk 42 De Beitel"
"6431","045","Wijk 11 MariaradeWijk 12 Hoensbroek-De Dem","Hoensbroek","Heerlen","Limburg",50.925291353626,5.931656619699,NA
"6432","045","Wijk 10 Maria Gewanden en TerschurenWijk 11 MariaradeWijk 12 Hoensbroek-De Dem","Hoensbroek","Heerlen","Limburg",50.921675499505,5.9105383890265,NA
"6433","045","Wijk 12 Hoensbroek-De DemWijk 13 Nieuw LotbroekWijk 14 De Koumen","Hoensbroek","Heerlen","Limburg",50.911479236596,5.9299141906569,NA
"6436","046","Wijk 00Wijk 01 Amstenrade - Oirsbeek","Amstenrade","Beekdaelen","Limburg",50.94190815093,5.9260938120495,NA
"6438","046",NA,"Oirsbeek","Beekdaelen","Limburg",50.951137893256,5.9085833246593,"Wijk 01 Amstenrade - Oirsbeek"
"6439","046",NA,"Doenrade","Beekdaelen","Limburg",50.966769301127,5.9045511308905,"Wijk 01 Amstenrade - Oirsbeek"
"6441","045","Wijk 02 Brunssum-NoordWijk 05 Brunssum-Centrum","Brunssum","Brunssum","Limburg",50.951960289294,5.9638726967981,NA
"6442","045",NA,"Brunssum","Brunssum","Limburg",50.953029676677,5.9930229822968,"Wijk 03 Brunssum-Oost"
"6443","045","Wijk 03 Brunssum-OostWijk 05 Brunssum-Centrum","Brunssum","Brunssum","Limburg",50.942050972284,5.9945040275171,NA
"6444","045","Wijk 01 Brunssum-WestWijk 02 Brunssum-NoordWijk 05 Brunssum-Centrum","Brunssum","Brunssum","Limburg",50.941995066755,5.9574962082007,NA
"6445","045",NA,"Brunssum","Brunssum","Limburg",50.930247656206,5.992963593993,"Wijk 04 Brunssum-Zuid"
"6446","045",NA,"Brunssum","Brunssum","Limburg",50.936666530585,5.9422544645689,"Wijk 01 Brunssum-West"
"6447","046",NA,"Merkelbeek","Beekdaelen","Limburg",50.958126878764,5.9404574314332,"Wijk 00 Onderbanken"
"6451","045",NA,"Schinveld","Beekdaelen","Limburg",50.971262281478,5.9913741728351,"Wijk 00 Onderbanken"
"6454","046",NA,"Jabeek","Beekdaelen","Limburg",50.980189177279,5.9494601531287,"Wijk 00 Onderbanken"
"6456","046",NA,"Bingelrade","Beekdaelen","Limburg",50.970511150152,5.9343876994033,"Wijk 00 Onderbanken"
"6461","045",NA,"Kerkrade","Kerkrade","Limburg",50.86421659293,6.0675632525706,"Wijk 01 Kerkrade-Oost"
"6462","045",NA,"Kerkrade","Kerkrade","Limburg",50.854413979223,6.0673807188624,"Wijk 01 Kerkrade-Oost"
"6463","045","Wijk 01 Kerkrade-OostWijk 02 Kerkrade-Noord","Kerkrade","Kerkrade","Limburg",50.87418499809,6.0648419481742,NA
"6464","045","Wijk 01 Kerkrade-OostWijk 02 Kerkrade-Noord","Kerkrade","Kerkrade","Limburg",50.879097263763,6.0742185767479,NA
"6465","045",NA,"Kerkrade","Kerkrade","Limburg",50.851135410906,6.029361297512,"Wijk 00 Kerkrade-West"
"6466","045","Wijk 00 Kerkrade-WestWijk 01 Kerkrade-Oost","Kerkrade","Kerkrade","Limburg",50.859066400127,6.0297977789556,NA
"6467","045",NA,"Kerkrade","Kerkrade","Limburg",50.866548115876,6.0260414422177,"Wijk 00 Kerkrade-West"
"6468","045","Wijk 00 Kerkrade-WestWijk 02 Kerkrade-Noord","Kerkrade","Kerkrade","Limburg",50.877204758791,6.0448930531177,NA
"6469","045",NA,"Eygelshoven","Kerkrade","Limburg",50.891582806933,6.0466161327949,"Wijk 02 Kerkrade-Noord"
"6471","045",NA,"Eygelshoven","Kerkrade","Limburg",50.895284708138,6.0621117058666,"Wijk 02 Kerkrade-Noord"
"6584","024",NA,"Molenhoek","Mook en Middelaar","Limburg",51.769896540916,5.8798262821615,"Wijk 00 Mook"
"6585","024",NA,"Mook","Mook en Middelaar","Limburg",51.755418682177,5.8938331609703,"Wijk 00 Mook"
"6586","024",NA,"Plasmolen","Mook en Middelaar","Limburg",51.73904325985,5.9173759013664,"Wijk 01 Middelaar"
"6587","024",NA,"Middelaar","Mook en Middelaar","Limburg",51.728729279259,5.903909196169,"Wijk 01 Middelaar"
"6591","0485","Wijk 01 OttersumWijk 03 GennepWijk 04 Heijen","Gennep","Gennep","Limburg",51.695900768472,5.9781541025753,NA
"6595","0485","Wijk 01 OttersumWijk 03 Gennep","Ottersum","Gennep","Limburg",51.710379698667,5.9973889365269,NA
"6596","0485",NA,"Milsbeek","Gennep","Limburg",51.723993731785,5.9528121596937,"Wijk 00 Milsbeek"
"6598","0485",NA,"Heijen","Gennep","Limburg",51.66751865899,5.9936206788949,"Wijk 04 Heijen"
"6599","0485",NA,"Ven-Zelderheide","Gennep","Limburg",51.713943848368,6.0195042032843,"Wijk 02 Ven-Zelderheide"
"7411","0570",NA,"Deventer","Deventer","Overijssel",52.253071068363,6.1596348042416,"Wijk 1 Binnenstad"
"7412","0570",NA,"Deventer","Deventer","Overijssel",52.261302040818,6.1360649962499,"Wijk 3 Zandweerd"
"7413","0570",NA,"Deventer","Deventer","Overijssel",52.262097358086,6.1573130853861,"Wijk 4 Voorstad"
"7414","0570",NA,"Deventer","Deventer","Overijssel",52.274199630345,6.1430489276247,"Wijk 5 Borgele en Platvoet"
"7415","0570","Wijk 5 Borgele en PlatvoetWijk 6 KeizerslandenWijk 11 Diepenveen","Deventer","Deventer","Overijssel",52.270209335595,6.1665417311239,NA
"7416","0570",NA,"Deventer","Deventer","Overijssel",52.25870998513,6.1883746083374,"Wijk 4 Voorstad"
"7417","0570",NA,"Deventer","Deventer","Overijssel",52.254600825632,6.1800182083964,"Wijk 7 Rivierenwijk en Bergweide"
"7418","0570","Wijk 7 Rivierenwijk en BergweideWijk 10 Colmschate-Zuid","Deventer","Deventer","Overijssel",52.240070313771,6.1846787984173,NA
"7419","0570",NA,"Deventer","Deventer","Overijssel",52.238064837756,6.1515085528739,"Wijk 2 De Hoven"
"7421","0570",NA,"Deventer","Deventer","Overijssel",52.241746636851,6.2225100682285,"Wijk 10 Colmschate-Zuid"
"7422","0570",NA,"Deventer","Deventer","Overijssel",52.247832396609,6.2092306319856,"Wijk 10 Colmschate-Zuid"
"7423","0570","Wijk 8 Colmschate-NoordWijk 9 Colmschate-VijfhoekWijk 10 Colmschate-Zuid","Deventer","Deventer","Overijssel",52.254388056661,6.208740196562,NA
"7424","0570",NA,"Deventer","Deventer","Overijssel",52.26295097156,6.2167799425648,"Wijk 9 Colmschate-Vijfhoek"
"7425","0570",NA,"Deventer","Deventer","Overijssel",52.258766724314,6.2293814343429,"Wijk 9 Colmschate-Vijfhoek"
"7427","0570","Wijk 9 Colmschate-VijfhoekWijk 10 Colmschate-Zuid","Deventer","Deventer","Overijssel",52.245644680012,6.2466685644482,NA
"7428","0570",NA,"Deventer","Deventer","Overijssel",52.234019526351,6.2479523163061,"Wijk 10 Colmschate-Zuid"
"7429","0570",NA,"Colmschate","Deventer","Overijssel",52.250179521898,6.2227114634032,"Wijk 10 Colmschate-Zuid"
"7431","0570",NA,"Diepenveen","Deventer","Overijssel",52.293946094757,6.155818041722,"Wijk 11 Diepenveen"
"7433","0570","Wijk 11 DiepenveenWijk 12 SchalkhaarWijk 14 Lettele","Schalkhaar","Deventer","Overijssel",52.288555284201,6.2157338089534,NA
"7434","0570","Wijk 9 Colmschate-VijfhoekWijk 14 Lettele","Lettele","Deventer","Overijssel",52.277386125989,6.2765354239669,NA
"7435","0570","Wijk 13 OkkenbroekWijk 14 Lettele","Okkenbroek","Deventer","Overijssel",52.287226339185,6.3147206708374,NA
"7437","0570",NA,"Bathmen","Deventer","Overijssel",52.248465607445,6.3218132369312,"Wijk 15 Bathmen"
"7441","0548","Wijk 02 Nijverdal NoordWijk 03 Nijverdal WestWijk 04 Nijverdal OostWijk 05 Buitengebied","Nijverdal","Hellendoorn","Overijssel",52.341552960494,6.4500929466159,NA
"7442","0548","Wijk 03 Nijverdal WestWijk 04 Nijverdal OostWijk 05 Buitengebied","Nijverdal","Hellendoorn","Overijssel",52.357148708059,6.4889090103268,NA
"7443","0548","Wijk 02 Nijverdal NoordWijk 03 Nijverdal WestWijk 04 Nijverdal OostWijk 05 BuitengebiedWijk 06 Kruidenwijk","Nijverdal","Hellendoorn","Overijssel",52.381460000727,6.4847218708979,NA
"7447","0548","Wijk 01 HellendoornWijk 02 Nijverdal NoordWijk 05 Buitengebied","Hellendoorn","Hellendoorn","Overijssel",52.416081787007,6.4527364675723,NA
"7448","0548","Wijk 05 BuitengebiedWijk 07 Haarle","Haarle","Hellendoorn","Overijssel",52.354941556162,6.3882190129157,NA
"7451","0548","Wijk 03 HoltenWijk 04 Bedrijventerrein HoltenWijk 05 Buitengebied HoltenWijk 08 Recreatiegebied De Borkeld","Holten","Rijssen-Holten","Overijssel",52.286287978759,6.4034468957399,NA
"7461","0548","Wijk 00 Stad RijssenWijk 01 StadsrandWijk 02 Buitengebied RijssenWijk 07 Bedrijventerrein Rijssen","Rijssen","Rijssen-Holten","Overijssel",52.304338961521,6.5305663700364,NA
"7462","0548","Wijk 00 Stad RijssenWijk 01 StadsrandWijk 02 Buitengebied Rijssen","Rijssen","Rijssen-Holten","Overijssel",52.296625466164,6.4902055591634,NA
"7463","0548","Wijk 01 StadsrandWijk 07 Bedrijventerrein Rijssen","Rijssen","Rijssen-Holten","Overijssel",52.313687198467,6.4949810207254,NA
"7466","0548",NA,"Zuna","Wierden","Overijssel",52.331162688363,6.4961006440327,"Wijk 05 Rectum - Notter - Zuna"
"7467","0548",NA,"Notter","Wierden","Overijssel",52.338964795299,6.5210045369515,"Wijk 05 Rectum - Notter - Zuna"
"7475","0547","Wijk 02 MarkeloWijk 03 Verspreide huizen Kerspel en omgevingWijk 04 Elsen","Markelo","Hof van Twente","Overijssel",52.234940035475,6.5131629581949,NA
"7478","0547",NA,"Diepenheim","Hof van Twente","Overijssel",52.191814448463,6.5762922477613,"Wijk 05 Diepenheim"
"7481","053","Wijk 00 Haaksbergen (dorp)Wijk 01 Haaksbergen (buitengebied)Wijk 03 BuurseWijk 04 RietmolenWijk 09 Haaksbergen-kern","Haaksbergen","Haaksbergen","Overijssel",52.142921947608,6.7838956432803,NA
"7482","053","Wijk 00 Haaksbergen (dorp)Wijk 01 Haaksbergen (buitengebied)Wijk 02 Sint IsidorushoeveWijk 04 RietmolenWijk 05 HengeveldeWijk 06 Beckum","Haaksbergen","Haaksbergen","Overijssel",52.177270928416,6.7039879179578,NA
"7483","053","Wijk 00 Haaksbergen (dorp)Wijk 01 Haaksbergen (buitengebied)","Haaksbergen","Haaksbergen","Overijssel",52.172012196389,6.7403293529596,NA
"7491","074","Wijk 06 DeldenWijk 07 Overig Delden","Delden","Hof van Twente","Overijssel",52.258926593268,6.7053630843851,NA
"7495","074","Wijk 08 HengeveldeWijk 09 Bentelo","Ambt Delden","Hof van Twente","Overijssel",52.265515797848,6.6713719881985,NA
"7496","0547",NA,"Hengevelde","Hof van Twente","Overijssel",52.203481593559,6.6368164404715,"Wijk 08 Hengevelde"
"7497","0547",NA,"Bentelo","Hof van Twente","Overijssel",52.218412462696,6.6873419005984,"Wijk 09 Bentelo"
"7511","053","Wijk 00 BinnensingelgebiedWijk 01 Hogeland - Velve","Enschede","Enschede","Overijssel",52.220172134603,6.9011771486622,NA
"7512","053","Wijk 00 BinnensingelgebiedWijk 01 Hogeland - Velve","Enschede","Enschede","Overijssel",52.213614671598,6.8978207062917,NA
"7513","053","Wijk 00 BinnensingelgebiedWijk 02 Boswinkel - Stadsveld","Enschede","Enschede","Overijssel",52.215801789005,6.8825175100733,NA
"7514","053","Wijk 00 BinnensingelgebiedWijk 03 Twekkelerveld - T.H.T.Wijk 04 Enschede-NoordWijk 05 Ribbelt - Stokhorst","Enschede","Enschede","Overijssel",52.225533949713,6.8935818199955,NA
"7521","053","Wijk 03 Twekkelerveld - T.H.T.Wijk 04 Enschede-NoordWijk 07 Bedrijfsterreinen Enschede-West","Enschede","Enschede","Overijssel",52.233976261811,6.8530465018016,NA
"7522","053","Wijk 04 Enschede-NoordWijk 09 Landelijk gebied en kernen","Enschede","Enschede","Overijssel",52.253734330306,6.8612808949815,NA
"7523","053","Wijk 00 BinnensingelgebiedWijk 04 Enschede-NoordWijk 05 Ribbelt - StokhorstWijk 09 Landelijk gebied en kernen","Enschede","Enschede","Overijssel",52.236467853731,6.8973754258591,NA
"7524","053","Wijk 04 Enschede-NoordWijk 09 Landelijk gebied en kernen","Enschede","Enschede","Overijssel",52.264607384767,6.9021348911315,NA
"7525","053",NA,"Enschede","Enschede","Overijssel",52.262799035691,6.9427960340469,"Wijk 09 Landelijk gebied en kernen"
"7531","053","Wijk 01 Hogeland - VelveWijk 05 Ribbelt - StokhorstWijk 09 Landelijk gebied en kernen","Enschede","Enschede","Overijssel",52.232402411265,6.9224015923454,NA
"7532","053","Wijk 01 Hogeland - VelveWijk 08 Glanerbrug en omgevingWijk 09 Landelijk gebied en kernen","Enschede","Enschede","Overijssel",52.233829440424,6.954163768552,NA
"7533","053",NA,"Enschede","Enschede","Overijssel",52.22082719283,6.9232280039293,"Wijk 01 Hogeland - Velve"
"7534","053","Wijk 08 Glanerbrug en omgevingWijk 09 Landelijk gebied en kernen","Enschede","Enschede","Overijssel",52.204056205816,6.9511323220106,NA
"7535","053","Wijk 00 BinnensingelgebiedWijk 01 Hogeland - VelveWijk 09 Landelijk gebied en kernen","Enschede","Enschede","Overijssel",52.209616654978,6.9222187397654,NA
"7536","053",NA,"Enschede","Enschede","Overijssel",52.18506502444,6.9331762642919,"Wijk 09 Landelijk gebied en kernen"
"7541","053","Wijk 01 Hogeland - VelveWijk 06 Enschede-ZuidWijk 09 Landelijk gebied en kernen","Enschede","Enschede","Overijssel",52.205303221784,6.9011301984134,NA
"7542","053","Wijk 06 Enschede-ZuidWijk 09 Landelijk gebied en kernen","Enschede","Enschede","Overijssel",52.187867325677,6.9061934147285,NA
"7543","053","Wijk 01 Hogeland - VelveWijk 02 Boswinkel - StadsveldWijk 06 Enschede-Zuid","Enschede","Enschede","Overijssel",52.204730507195,6.8771387224537,NA
"7544","053","Wijk 06 Enschede-ZuidWijk 09 Landelijk gebied en kernen","Enschede","Enschede","Overijssel",52.18005650898,6.8767552935241,NA
"7545","053","Wijk 02 Boswinkel - StadsveldWijk 07 Bedrijfsterreinen Enschede-WestWijk 09 Landelijk gebied en kernen","Enschede","Enschede","Overijssel",52.211883377275,6.8570451036946,NA
"7546","053","Wijk 06 Enschede-ZuidWijk 09 Landelijk gebied en kernen","Enschede","Enschede","Overijssel",52.182411723833,6.8355532506264,NA
